TRO:StopArea:1933123501,NSR:Quay:17389
RUT:StopArea:0221017101,NSR:Quay:17390
RUT:StopArea:0221017102,NSR:Quay:17391
NTR:StopArea:1750951301,NSR:Quay:17392
HED:StopArea:0427312802,NSR:Quay:17393
HED:StopArea:0427312801,NSR:Quay:17394
MOR:StopArea:1504827101,NSR:Quay:17395
OST:StopArea:0106918501,NSR:Quay:17396
OST:StopArea:0106918502,NSR:Quay:17397
ATB:StopArea:1640674301,NSR:Quay:17398
TRO:StopArea:1933127701,NSR:Quay:17399
RUT:StopArea:0226031901,NSR:Quay:17400
RUT:StopArea:0226031902,NSR:Quay:17401
NTR:StopArea:1756397601,NSR:Quay:17402
HED:StopArea:0427312202,NSR:Quay:17403
HED:StopArea:0427312201,NSR:Quay:17404
MOR:StopArea:1504829401,NSR:Quay:17405
OST:StopArea:0106926501,NSR:Quay:17406
OST:StopArea:0106926502,NSR:Quay:17407
KOL:StopArea:1101415101,NSR:Quay:17408
ATB:StopArea:1640659001,NSR:Quay:17409
TRO:StopArea:1933122701,NSR:Quay:17410
RUT:StopArea:0226031502,NSR:Quay:17411
RUT:StopArea:0226031501,NSR:Quay:17412
NTR:StopArea:1756670901,NSR:Quay:17413
HED:StopArea:0427312402,NSR:Quay:17414
HED:StopArea:0427312401,NSR:Quay:17415
MOR:StopArea:1504830901,NSR:Quay:17416
OST:StopArea:0106925001,NSR:Quay:17417
OST:StopArea:0106925002,NSR:Quay:17418
KOL:StopArea:1101415401,NSR:Quay:17419
ATB:StopArea:1640659201,NSR:Quay:17420
TRO:StopArea:1933120801,NSR:Quay:17421
RUT:StopArea:0221016002,NSR:Quay:17422
RUT:StopArea:0221016001,NSR:Quay:17423
NTR:StopArea:1756670701,NSR:Quay:17424
HED:StopArea:0427310902,NSR:Quay:17425
HED:StopArea:0427310901,NSR:Quay:17426
MOR:StopArea:1504826801,NSR:Quay:17427
OST:StopArea:0106927002,NSR:Quay:17428
OST:StopArea:0106927001,NSR:Quay:17429
KOL:StopArea:1101407101,NSR:Quay:17430
ATB:StopArea:1640359001,NSR:Quay:17431
TRO:StopArea:1933330101,NSR:Quay:17432
RUT:StopArea:0226016102,NSR:Quay:17433
RUT:StopArea:0226016103,NSR:Quay:17434
RUT:StopArea:0226016101,NSR:Quay:17435
NTR:StopArea:1756670801,NSR:Quay:17436
MOR:StopArea:1504830501,NSR:Quay:17437
OST:StopArea:0106923501,NSR:Quay:17438
OST:StopArea:0106923502,NSR:Quay:17439
KOL:StopArea:1101558501,NSR:Quay:17440
HED:StopArea:0430838401,NSR:Quay:17441
ATB:StopArea:1644966201,NSR:Quay:17442
TRO:StopArea:1933244301,NSR:Quay:17443
RUT:StopArea:0226016501,NSR:Quay:17444
RUT:StopArea:0226016502,NSR:Quay:17445
NTR:StopArea:1756305201,NSR:Quay:17446
MOR:StopArea:1504830101,NSR:Quay:17447
OST:StopArea:0106921502,NSR:Quay:17448
OST:StopArea:0106921501,NSR:Quay:17449
KOL:StopArea:1101428701,NSR:Quay:17450
HED:StopArea:0439830701,NSR:Quay:17451
ATB:StopArea:1640659401,NSR:Quay:17452
TRO:StopArea:1933107101,NSR:Quay:17453
RUT:StopArea:0226016301,NSR:Quay:17454
RUT:StopArea:0226016302,NSR:Quay:17455
NTR:StopArea:1756304901,NSR:Quay:17456
MOR:StopArea:1504021601,NSR:Quay:17457
OST:StopArea:0106919003,NSR:Quay:17458
OST:StopArea:0106919002,NSR:Quay:17459
KOL:StopArea:1101439501,NSR:Quay:17460
HED:StopArea:0439828502,NSR:Quay:17461
HED:StopArea:0439828501,NSR:Quay:17462
ATB:StopArea:1640359201,NSR:Quay:17463
TRO:StopArea:1933126501,NSR:Quay:17464
RUT:StopArea:0228011502,NSR:Quay:17465
OST:StopArea:0106919501,NSR:Quay:17466
OST:StopArea:0106919502,NSR:Quay:17467
NTR:StopArea:1717283101,NSR:Quay:17468
KOL:StopArea:1101416101,NSR:Quay:17469
HED:StopArea:0439830901,NSR:Quay:17470
ATB:StopArea:1640659601,NSR:Quay:17471
TRO:StopArea:1933103701,NSR:Quay:17472
RUT:StopArea:0228028202,NSR:Quay:17473
OST:StopArea:0106921001,NSR:Quay:17474
OST:StopArea:0106921002,NSR:Quay:17475
MOR:StopArea:1504834201,NSR:Quay:17476
NTR:StopArea:1717999701,NSR:Quay:17477
KOL:StopArea:1101439301,NSR:Quay:17478
HED:StopArea:0430836301,NSR:Quay:17479
HED:StopArea:0430836302,NSR:Quay:17480
ATB:StopArea:1640374301,NSR:Quay:17481
TRO:StopArea:1933124201,NSR:Quay:17482
OST:StopArea:0106927501,NSR:Quay:17483
OST:StopArea:0106927502,NSR:Quay:17484
MOR:StopArea:1504827301,NSR:Quay:17485
NTR:StopArea:1717390701,NSR:Quay:17486
KOL:StopArea:1101439401,NSR:Quay:17487
HED:StopArea:0430838801,NSR:Quay:17488
ATB:StopArea:1640359401,NSR:Quay:17489
TRO:StopArea:1933128401,NSR:Quay:17490
RUT:StopArea:0228011202,NSR:Quay:17491
OST:StopArea:0106925502,NSR:Quay:17492
OST:StopArea:0106925501,NSR:Quay:17493
MOR:StopArea:1504827401,NSR:Quay:17494
NTR:StopArea:1703781301,NSR:Quay:17495
KOL:StopArea:1101414501,NSR:Quay:17496
HED:StopArea:0439828902,NSR:Quay:17497
HED:StopArea:0439828901,NSR:Quay:17498
TRO:StopArea:1933120001,NSR:Quay:17499
RUT:StopArea:0228011302,NSR:Quay:17500
ATB:StopArea:1644862901,NSR:Quay:17501
ATB:StopArea:1644962901,NSR:Quay:17501
OST:StopArea:0106524001,NSR:Quay:17502
OST:StopArea:0106524002,NSR:Quay:17503
MOR:StopArea:1504000101,NSR:Quay:17504
NTR:StopArea:1719295201,NSR:Quay:17505
KOL:StopArea:1101414601,NSR:Quay:17506
HED:StopArea:0439830301,NSR:Quay:17507
TRO:StopArea:1933109401,NSR:Quay:17508
RUT:StopArea:0228028002,NSR:Quay:17509
ATB:StopArea:1644863301,NSR:Quay:17510
OST:StopArea:0106926002,NSR:Quay:17511
OST:StopArea:0106926001,NSR:Quay:17512
MOR:StopArea:1504827201,NSR:Quay:17513
NTR:StopArea:1719294201,NSR:Quay:17514
KOL:StopArea:1101406401,NSR:Quay:17515
HED:StopArea:0439822402,NSR:Quay:17516
HED:StopArea:0439822401,NSR:Quay:17517
TRO:StopArea:1933107501,NSR:Quay:17518
RUT:StopArea:0228010602,NSR:Quay:17519
ATB:StopArea:1644862801,NSR:Quay:17520
ATB:StopArea:1644962801,NSR:Quay:17520
OST:StopArea:0106524502,NSR:Quay:17521
OST:StopArea:0106524501,NSR:Quay:17522
MOR:StopArea:1504016801,NSR:Quay:17523
NTR:StopArea:1719294801,NSR:Quay:17524
KOL:StopArea:1101406301,NSR:Quay:17525
HED:StopArea:0430836901,NSR:Quay:17526
TRO:StopArea:1933128801,NSR:Quay:17527
RUT:StopArea:0228011002,NSR:Quay:17528
ATB:StopArea:1644863101,NSR:Quay:17529
OST:StopArea:0106924001,NSR:Quay:17530
OST:StopArea:0106924002,NSR:Quay:17531
MOR:StopArea:1504016701,NSR:Quay:17532
NTR:StopArea:1719294901,NSR:Quay:17533
KOL:StopArea:1101406201,NSR:Quay:17534
HED:StopArea:0430273401,NSR:Quay:17535
TRO:StopArea:1933230701,NSR:Quay:17536
ATB:StopArea:1644868001,NSR:Quay:17537
OST:StopArea:0106928002,NSR:Quay:17538
OST:StopArea:0106928001,NSR:Quay:17539
MOR:StopArea:1504016601,NSR:Quay:17540
NTR:StopArea:1719414201,NSR:Quay:17541
KOL:StopArea:1101645801,NSR:Quay:17542
HED:StopArea:0430844401,NSR:Quay:17543
TRO:StopArea:1933232601,NSR:Quay:17544
ATB:StopArea:1644863201,NSR:Quay:17545
RUT:StopArea:0230044001,NSR:Quay:17546
RUT:StopArea:0230044002,NSR:Quay:17547
MOR:StopArea:1504820101,NSR:Quay:17548
NTR:StopArea:1719410801,NSR:Quay:17549
OST:StopArea:0101674601,NSR:Quay:17550
OST:StopArea:0101674602,NSR:Quay:17551
KOL:StopArea:1101645901,NSR:Quay:17552
HED:StopArea:0430832701,NSR:Quay:17553
HED:StopArea:0430832702,NSR:Quay:17554
TRO:StopArea:1933241301,NSR:Quay:17555
ATB:StopArea:1644868101,NSR:Quay:17556
RUT:StopArea:0230044201,NSR:Quay:17557
RUT:StopArea:0230044202,NSR:Quay:17558
MOR:StopArea:1504016501,NSR:Quay:17559
NTR:StopArea:1719293901,NSR:Quay:17560
OST:StopArea:0101680002,NSR:Quay:17561
OST:StopArea:0101680001,NSR:Quay:17562
KOL:StopArea:1101406101,NSR:Quay:17563
HED:StopArea:0430834802,NSR:Quay:17564
HED:StopArea:0430834801,NSR:Quay:17565
TRO:StopArea:1933243201,NSR:Quay:17566
ATB:StopArea:1644868201,NSR:Quay:17567
MOR:StopArea:1504016401,NSR:Quay:17568
NTR:StopArea:1719293801,NSR:Quay:17569
OST:StopArea:0101681502,NSR:Quay:17570
OST:StopArea:0101681501,NSR:Quay:17571
KOL:StopArea:1101427601,NSR:Quay:17572
RUT:StopArea:0230004901,NSR:Quay:17573
HED:StopArea:0430832501,NSR:Quay:17574
TRO:StopArea:1933129101,NSR:Quay:17575
ATB:StopArea:1644863001,NSR:Quay:17576
MOR:StopArea:1504836101,NSR:Quay:17577
NTR:StopArea:1719293701,NSR:Quay:17578
OST:StopArea:0101679502,NSR:Quay:17579
OST:StopArea:0101679501,NSR:Quay:17580
KOL:StopArea:1106335001,NSR:Quay:17581
HED:StopArea:0430832101,NSR:Quay:17582
RUT:StopArea:0227031502,NSR:Quay:17583
RUT:StopArea:0227031501,NSR:Quay:17584
TRO:StopArea:1933108301,NSR:Quay:17585
ATB:StopArea:1644868301,NSR:Quay:17586
MOR:StopArea:1504001101,NSR:Quay:17587
NTR:StopArea:1719295001,NSR:Quay:17588
OST:StopArea:0101679001,NSR:Quay:17589
OST:StopArea:0101679002,NSR:Quay:17590
KOL:StopArea:1106314501,NSR:Quay:17591
HED:StopArea:0430834201,NSR:Quay:17592
RUT:StopArea:0227031301,NSR:Quay:17593
RUT:StopArea:0227031302,NSR:Quay:17594
TRO:StopArea:1933243601,NSR:Quay:17595
ATB:StopArea:1644867601,NSR:Quay:17596
MOR:StopArea:1504018701,NSR:Quay:17597
NTR:StopArea:1719295101,NSR:Quay:17598
OST:StopArea:0101680501,NSR:Quay:17599
OST:StopArea:0101680502,NSR:Quay:17600
KOL:StopArea:1106400501,NSR:Quay:17601
HED:StopArea:0430837201,NSR:Quay:17602
RUT:StopArea:0227031701,NSR:Quay:17603
RUT:StopArea:0227031702,NSR:Quay:17604
TRO:StopArea:1933127201,NSR:Quay:17605
ATB:StopArea:1644867701,NSR:Quay:17606
MOR:StopArea:1504827701,NSR:Quay:17607
NTR:StopArea:1719294001,NSR:Quay:17608
OST:StopArea:0101678501,NSR:Quay:17609
OST:StopArea:0101678502,NSR:Quay:17610
KOL:StopArea:1106314101,NSR:Quay:17611
HED:StopArea:0439829401,NSR:Quay:17612
RUT:StopArea:0227047401,NSR:Quay:17613
RUT:StopArea:0227047402,NSR:Quay:17614
TRO:StopArea:1933125301,NSR:Quay:17615
ATB:StopArea:1644867801,NSR:Quay:17616
MOR:StopArea:1504827901,NSR:Quay:17617
NTR:StopArea:1703765701,NSR:Quay:17618
OST:StopArea:0101681002,NSR:Quay:17619
OST:StopArea:0101681001,NSR:Quay:17620
KOL:StopArea:1106316001,NSR:Quay:17621
HED:StopArea:0439827301,NSR:Quay:17622
RUT:StopArea:0227047602,NSR:Quay:17623
RUT:StopArea:0227047601,NSR:Quay:17624
TRO:StopArea:1933102601,NSR:Quay:17625
ATB:StopArea:1644867901,NSR:Quay:17626
MOR:StopArea:1504550501,NSR:Quay:17627
NTR:StopArea:1703765901,NSR:Quay:17628
OST:StopArea:0106972501,NSR:Quay:17629
OST:StopArea:0106972502,NSR:Quay:17630
KOL:StopArea:1106322801,NSR:Quay:17631
HED:StopArea:0439823101,NSR:Quay:17632
RUT:StopArea:0227047001,NSR:Quay:17633
RUT:StopArea:0227047002,NSR:Quay:17634
TRO:StopArea:1933106801,NSR:Quay:17635
ATB:StopArea:1644967901,NSR:Quay:17636
MOR:StopArea:1504017801,NSR:Quay:17637
NTR:StopArea:1719365701,NSR:Quay:17638
OST:StopArea:0106968001,NSR:Quay:17639
KOL:StopArea:1106322401,NSR:Quay:17640
HED:StopArea:0439827901,NSR:Quay:17641
RUT:StopArea:0227047201,NSR:Quay:17642
RUT:StopArea:0227047202,NSR:Quay:17643
TRO:StopArea:1933121101,NSR:Quay:17644
ATB:StopArea:1644963301,NSR:Quay:17645
MOR:StopArea:1504017601,NSR:Quay:17646
NTR:StopArea:1719999801,NSR:Quay:17647
OST:StopArea:0106967501,NSR:Quay:17648
KOL:StopArea:1106324701,NSR:Quay:17649
HED:StopArea:0430843801,NSR:Quay:17650
RUT:StopArea:0227048001,NSR:Quay:17651
RUT:StopArea:0227048002,NSR:Quay:17652
TRO:StopArea:1933125701,NSR:Quay:17653
ATB:StopArea:1644967801,NSR:Quay:17654
MOR:StopArea:1504827501,NSR:Quay:17655
NTR:StopArea:1719281201,NSR:Quay:17656
OST:StopArea:0106967001,NSR:Quay:17657
KOL:StopArea:1106322601,NSR:Quay:17658
HED:StopArea:0430837801,NSR:Quay:17659
RUT:StopArea:0227048601,NSR:Quay:17660
RUT:StopArea:0227048602,NSR:Quay:17661
TRO:StopArea:1933100301,NSR:Quay:17662
ATB:StopArea:1644963201,NSR:Quay:17663
MOR:StopArea:1504022601,NSR:Quay:17664
NTR:StopArea:1719368801,NSR:Quay:17665
OST:StopArea:0106972002,NSR:Quay:17666
OST:StopArea:0106972001,NSR:Quay:17667
KOL:StopArea:1106399301,NSR:Quay:17668
HED:StopArea:0439827701,NSR:Quay:17669
RUT:StopArea:0227048202,NSR:Quay:17670
RUT:StopArea:0227048201,NSR:Quay:17671
TRO:StopArea:1933104501,NSR:Quay:17672
ATB:StopArea:1644963101,NSR:Quay:17673
MOR:StopArea:1504000301,NSR:Quay:17674
NTR:StopArea:1719365501,NSR:Quay:17675
OST:StopArea:0106969001,NSR:Quay:17676
KOL:StopArea:1106646601,NSR:Quay:17677
HED:StopArea:0430845301,NSR:Quay:17678
RUT:StopArea:0227048401,NSR:Quay:17679
RUT:StopArea:0227048402,NSR:Quay:17680
ATB:StopArea:1644963001,NSR:Quay:17681
MOR:StopArea:1504828601,NSR:Quay:17682
NTR:StopArea:1719281301,NSR:Quay:17683
OST:StopArea:0106971501,NSR:Quay:17684
OST:StopArea:0106971502,NSR:Quay:17685
KOL:StopArea:1106334701,NSR:Quay:17686
HED:StopArea:0430845102,NSR:Quay:17687
HED:StopArea:0430845101,NSR:Quay:17688
RUT:StopArea:0227035402,NSR:Quay:17689
RUT:StopArea:0227035401,NSR:Quay:17690
MOR:StopArea:1504836801,NSR:Quay:17691
NTR:StopArea:1719366601,NSR:Quay:17692
OST:StopArea:0106969501,NSR:Quay:17693
OST:StopArea:0106969502,NSR:Quay:17694
KOL:StopArea:1106319601,NSR:Quay:17695
HED:StopArea:0430835702,NSR:Quay:17696
HED:StopArea:0430835701,NSR:Quay:17697
RUT:StopArea:0227035002,NSR:Quay:17698
RUT:StopArea:0227035001,NSR:Quay:17699
MOR:StopArea:1504832601,NSR:Quay:17700
NTR:StopArea:1719366501,NSR:Quay:17701
KOL:StopArea:1106334501,NSR:Quay:17702
OST:StopArea:0101658001,NSR:Quay:17703
HED:StopArea:0430833601,NSR:Quay:17704
RUT:StopArea:0227035202,NSR:Quay:17705
RUT:StopArea:0227035201,NSR:Quay:17706
ATB:StopArea:1644967701,NSR:Quay:17707
MOR:StopArea:1504018601,NSR:Quay:17708
NTR:StopArea:1719366401,NSR:Quay:17709
KOL:StopArea:1106319801,NSR:Quay:17710
OST:StopArea:0101659502,NSR:Quay:17711
OST:StopArea:0101659501,NSR:Quay:17712
HED:StopArea:0430831501,NSR:Quay:17713
RUT:StopArea:0227032001,NSR:Quay:17714
RUT:StopArea:0227032002,NSR:Quay:17715
ATB:StopArea:1644967601,NSR:Quay:17716
MOR:StopArea:1504550601,NSR:Quay:17717
NTR:StopArea:1719366301,NSR:Quay:17718
KOL:StopArea:1106334901,NSR:Quay:17719
OST:StopArea:0101656001,NSR:Quay:17720
HED:StopArea:0430833001,NSR:Quay:17721
RUT:StopArea:0227032201,NSR:Quay:17722
RUT:StopArea:0227032202,NSR:Quay:17723
ATB:StopArea:1644868401,NSR:Quay:17724
MOR:StopArea:1504827801,NSR:Quay:17725
KOL:StopArea:1106317701,NSR:Quay:17726
NTR:StopArea:1718694701,NSR:Quay:17727
OST:StopArea:0101660503,NSR:Quay:17728
OST:StopArea:0101660504,NSR:Quay:17729
HED:StopArea:0430835101,NSR:Quay:17730
HED:StopArea:0430835102,NSR:Quay:17731
RUT:StopArea:0227011002,NSR:Quay:17732
RUT:StopArea:0227011001,NSR:Quay:17733
ATB:StopArea:1644901301,NSR:Quay:17734
MOR:StopArea:1504017901,NSR:Quay:17735
KOL:StopArea:1106315701,NSR:Quay:17736
NTR:StopArea:1718694901,NSR:Quay:17737
OST:StopArea:0101658501,NSR:Quay:17738
HED:StopArea:0430836002,NSR:Quay:17739
HED:StopArea:0430836001,NSR:Quay:17740
RUT:StopArea:0227032402,NSR:Quay:17741
RUT:StopArea:0227032401,NSR:Quay:17742
ATB:StopArea:1644968201,NSR:Quay:17743
MOR:StopArea:1504017701,NSR:Quay:17744
KOL:StopArea:1106336101,NSR:Quay:17745
NTR:StopArea:1718694801,NSR:Quay:17746
OST:StopArea:0101660001,NSR:Quay:17747
OST:StopArea:0101660002,NSR:Quay:17748
HED:StopArea:0439830601,NSR:Quay:17749
RUT:StopArea:0227032601,NSR:Quay:17750
RUT:StopArea:0227032602,NSR:Quay:17751
ATB:StopArea:1644968101,NSR:Quay:17752
MOR:StopArea:1504017501,NSR:Quay:17753
KOL:StopArea:1106334201,NSR:Quay:17754
NTR:StopArea:1718694401,NSR:Quay:17755
OST:StopArea:0101661001,NSR:Quay:17756
HED:StopArea:0430844702,NSR:Quay:17757
HED:StopArea:0430844701,NSR:Quay:17758
ATB:StopArea:1644968401,NSR:Quay:17759
MOR:StopArea:1504827601,NSR:Quay:17760
KOL:StopArea:1106323901,NSR:Quay:17761
NTR:StopArea:1718694101,NSR:Quay:17762
HED:StopArea:0430838701,NSR:Quay:17763
ATB:StopArea:1644968301,NSR:Quay:17764
MOR:StopArea:1504022701,NSR:Quay:17765
KOL:StopArea:1106323701,NSR:Quay:17766
NTR:StopArea:1718680801,NSR:Quay:17767
HED:StopArea:0439828801,NSR:Quay:17768
HED:StopArea:0439828802,NSR:Quay:17769
RUT:StopArea:0221001501,NSR:Quay:17770
OST:StopArea:0101687002,NSR:Quay:17771
OST:StopArea:0101687001,NSR:Quay:17772
ATB:StopArea:1644968001,NSR:Quay:17773
MOR:StopArea:1504000201,NSR:Quay:17774
KOL:StopArea:1106650101,NSR:Quay:17775
NTR:StopArea:1702667701,NSR:Quay:17776
HED:StopArea:0439274301,NSR:Quay:17777
RUT:StopArea:0221017802,NSR:Quay:17778
RUT:StopArea:0221017801,NSR:Quay:17779
OST:StopArea:0101695501,NSR:Quay:17780
OST:StopArea:0101695502,NSR:Quay:17781
ATB:StopArea:1601165701,NSR:Quay:17782
MOR:StopArea:1504836001,NSR:Quay:17783
KOL:StopArea:1106324401,NSR:Quay:17784
NTR:StopArea:1702669801,NSR:Quay:17785
HED:StopArea:0430836602,NSR:Quay:17786
HED:StopArea:0430836601,NSR:Quay:17787
RUT:StopArea:0221049003,NSR:Quay:17788
RUT:StopArea:0221049001,NSR:Quay:17789
OST:StopArea:0101693001,NSR:Quay:17790
OST:StopArea:0101693002,NSR:Quay:17791
ATB:StopArea:1601165801,NSR:Quay:17792
KOL:StopArea:1106320001,NSR:Quay:17793
NTR:StopArea:1702669701,NSR:Quay:17794
MOR:StopArea:1504836301,NSR:Quay:17795
HED:StopArea:0439828201,NSR:Quay:17796
RUT:StopArea:0226012402,NSR:Quay:17797
RUT:StopArea:0226012401,NSR:Quay:17798
OST:StopArea:0101682502,NSR:Quay:17799
OST:StopArea:0101682501,NSR:Quay:17800
ATB:StopArea:1601165501,NSR:Quay:17801
KOL:StopArea:1106322101,NSR:Quay:17802
NTR:StopArea:1702667301,NSR:Quay:17803
MOR:StopArea:1504028901,NSR:Quay:17804
HED:StopArea:0430844101,NSR:Quay:17805
RUT:StopArea:0221049402,NSR:Quay:17806
RUT:StopArea:0221049401,NSR:Quay:17807
OST:StopArea:0101684003,NSR:Quay:17808
OST:StopArea:0101684002,NSR:Quay:17809
ATB:StopArea:1601065601,NSR:Quay:17810
ATB:StopArea:1601165601,NSR:Quay:17810
KOL:StopArea:1106335801,NSR:Quay:17811
NTR:StopArea:1702669501,NSR:Quay:17812
MOR:StopArea:1504836501,NSR:Quay:17813
HED:StopArea:0430832402,NSR:Quay:17814
HED:StopArea:0430832401,NSR:Quay:17815
RUT:StopArea:0221015001,NSR:Quay:17816
RUT:StopArea:0221015002,NSR:Quay:17817
OST:StopArea:0101686503,NSR:Quay:17818
OST:StopArea:0101686502,NSR:Quay:17819
ATB:StopArea:1601165301,NSR:Quay:17820
KOL:StopArea:1106335601,NSR:Quay:17821
NTR:StopArea:1702667201,NSR:Quay:17822
MOR:StopArea:1504018901,NSR:Quay:17823
HED:StopArea:0430832601,NSR:Quay:17824
RUT:StopArea:0226013001,NSR:Quay:17825
RUT:StopArea:0226013002,NSR:Quay:17826
OST:StopArea:0101694001,NSR:Quay:17827
OST:StopArea:0101694002,NSR:Quay:17828
ATB:StopArea:1664213001,NSR:Quay:17829
KOL:StopArea:1106312701,NSR:Quay:17830
NTR:StopArea:1702668901,NSR:Quay:17831
MOR:StopArea:1529829601,NSR:Quay:17832
HED:StopArea:0430272101,NSR:Quay:17833
RUT:StopArea:0221000702,NSR:Quay:17834
RUT:StopArea:0221000701,NSR:Quay:17835
OST:StopArea:0101696502,NSR:Quay:17836
OST:StopArea:0101696501,NSR:Quay:17837
ATB:StopArea:1601165401,NSR:Quay:17838
KOL:StopArea:1106314401,NSR:Quay:17839
NTR:StopArea:1702668601,NSR:Quay:17840
MOR:StopArea:1529829501,NSR:Quay:17841
HED:StopArea:0430834501,NSR:Quay:17842
RUT:StopArea:0221018001,NSR:Quay:17843
RUT:StopArea:0221018002,NSR:Quay:17844
OST:StopArea:0101683002,NSR:Quay:17845
OST:StopArea:0101683001,NSR:Quay:17846
ATB:StopArea:1664713001,NSR:Quay:17847
KOL:StopArea:1106314001,NSR:Quay:17848
NTR:StopArea:1702668401,NSR:Quay:17849
MOR:StopArea:1529341501,NSR:Quay:17850
HED:StopArea:0430838101,NSR:Quay:17851
RUT:StopArea:0221049502,NSR:Quay:17852
RUT:StopArea:0221049501,NSR:Quay:17853
OST:StopArea:0101685501,NSR:Quay:17854
OST:StopArea:0101685502,NSR:Quay:17855
ATB:StopArea:1601165201,NSR:Quay:17856
KOL:StopArea:1106316101,NSR:Quay:17857
NTR:StopArea:1702670101,NSR:Quay:17858
MOR:StopArea:1529821401,NSR:Quay:17859
HED:StopArea:0439829701,NSR:Quay:17860
RUT:StopArea:0221017203,NSR:Quay:17861
RUT:StopArea:0221017201,NSR:Quay:17862
RUT:StopArea:0221017202,NSR:Quay:17863
OST:StopArea:0101693501,NSR:Quay:17864
OST:StopArea:0101693502,NSR:Quay:17865
ATB:StopArea:1601161601,NSR:Quay:17866
KOL:StopArea:1106400801,NSR:Quay:17867
NTR:StopArea:1702670401,NSR:Quay:17868
HED:StopArea:0439827401,NSR:Quay:17869
RUT:StopArea:0221020201,NSR:Quay:17870
OST:StopArea:0101695001,NSR:Quay:17871
OST:StopArea:0101695002,NSR:Quay:17872
ATB:StopArea:1601066001,NSR:Quay:17873
KOL:StopArea:1106320401,NSR:Quay:17874
NTR:StopArea:1702670501,NSR:Quay:17875
MOR:StopArea:1529342301,NSR:Quay:17876
HED:StopArea:0439827202,NSR:Quay:17877
HED:StopArea:0439827201,NSR:Quay:17878
HED:StopArea:0439827203,NSR:Quay:17879
RUT:StopArea:0226012601,NSR:Quay:17880
RUT:StopArea:0226012602,NSR:Quay:17881
OST:StopArea:0101684502,NSR:Quay:17882
OST:StopArea:0101684501,NSR:Quay:17883
ATB:StopArea:1601161701,NSR:Quay:17884
KOL:StopArea:1106322901,NSR:Quay:17885
NTR:StopArea:1721338601,NSR:Quay:17886
HED:StopArea:0430837501,NSR:Quay:17887
RUT:StopArea:0221049202,NSR:Quay:17888
RUT:StopArea:0221049201,NSR:Quay:17889
OST:StopArea:0101686002,NSR:Quay:17890
OST:StopArea:0101686001,NSR:Quay:17891
ATB:StopArea:1601161801,NSR:Quay:17892
KOL:StopArea:1106625801,NSR:Quay:17893
MOR:StopArea:1529551001,NSR:Quay:17894
NTR:StopArea:1721338501,NSR:Quay:17895
HED:StopArea:0430843501,NSR:Quay:17896
RUT:StopArea:0221049603,NSR:Quay:17897
RUT:StopArea:0221049601,NSR:Quay:17898
RUT:StopArea:0221049602,NSR:Quay:17899
OST:StopArea:0101682001,NSR:Quay:17900
OST:StopArea:0101682002,NSR:Quay:17901
ATB:StopArea:1601066201,NSR:Quay:17902
KOL:StopArea:1106334601,NSR:Quay:17903
MOR:StopArea:1529029001,NSR:Quay:17904
NTR:StopArea:1721338701,NSR:Quay:17905
HED:StopArea:0439827602,NSR:Quay:17906
HED:StopArea:0439827601,NSR:Quay:17907
OST:StopArea:0101688001,NSR:Quay:17908
OST:StopArea:0101688002,NSR:Quay:17909
ATB:StopArea:1601066101,NSR:Quay:17910
KOL:StopArea:1106273201,NSR:Quay:17911
MOR:StopArea:1529342501,NSR:Quay:17912
NTR:StopArea:1721624901,NSR:Quay:17913
HED:StopArea:0430845801,NSR:Quay:17914
RUT:StopArea:0221017503,NSR:Quay:17915
RUT:StopArea:0221017502,NSR:Quay:17916
RUT:StopArea:0221017501,NSR:Quay:17917
RUT:StopArea:0221017504,NSR:Quay:17918
OST:StopArea:0101694503,NSR:Quay:17919
OST:StopArea:0101694504,NSR:Quay:17920
ATB:StopArea:1601066401,NSR:Quay:17921
KOL:StopArea:1106334401,NSR:Quay:17922
MOR:StopArea:1529342401,NSR:Quay:17923
NTR:StopArea:1719365901,NSR:Quay:17924
HED:StopArea:0430845601,NSR:Quay:17925
RUT:StopArea:0221000502,NSR:Quay:17926
RUT:StopArea:0221000501,NSR:Quay:17927
OST:StopArea:0101696001,NSR:Quay:17928
OST:StopArea:0101696002,NSR:Quay:17929
ATB:StopArea:1601066301,NSR:Quay:17930
KOL:StopArea:1106319701,NSR:Quay:17931
MOR:StopArea:1529029101,NSR:Quay:17932
NTR:StopArea:1719365801,NSR:Quay:17933
HED:StopArea:0430845002,NSR:Quay:17934
HED:StopArea:0430845001,NSR:Quay:17935
RUT:StopArea:0226012501,NSR:Quay:17936
OST:StopArea:0101683501,NSR:Quay:17937
OST:StopArea:0101683502,NSR:Quay:17938
ATB:StopArea:1601166001,NSR:Quay:17939
KOL:StopArea:1106317801,NSR:Quay:17940
MOR:StopArea:1529029201,NSR:Quay:17941
NTR:StopArea:1719364501,NSR:Quay:17942
HED:StopArea:0439829101,NSR:Quay:17943
HED:StopArea:0439829102,NSR:Quay:17944
OST:StopArea:0101687502,NSR:Quay:17945
OST:StopArea:0101687501,NSR:Quay:17946
ATB:StopArea:1601065801,NSR:Quay:17947
KOL:StopArea:1106334801,NSR:Quay:17948
MOR:StopArea:1529029301,NSR:Quay:17949
NTR:StopArea:1719366101,NSR:Quay:17950
HED:StopArea:0430831801,NSR:Quay:17951
RUT:StopArea:0221049304,NSR:Quay:17952
