NRI:StopArea:762097325,NSR:Quay:76188
NRI:StopArea:762097313,NSR:Quay:76189
NRI:StopArea:762097385,NSR:Quay:76190
NRI:StopArea:762097352,NSR:Quay:76191
NRI:StopArea:762097351,NSR:Quay:76192
NRI:StopArea:762087805,NSR:Quay:76193
NRI:StopArea:762097357,NSR:Quay:76194
NRI:StopArea:762097251,NSR:Quay:76195
NRI:StopArea:762087804,NSR:Quay:76196
NRI:StopArea:762097765,NSR:Quay:76197
NRI:StopArea:762097739,NSR:Quay:76198
NRI:StopArea:762097250,NSR:Quay:76199
NRI:StopArea:762097720,NSR:Quay:76200
NRI:StopArea:762097763,NSR:Quay:76201
NRI:StopArea:762106261_14,NSR:Quay:76202
NRI:StopArea:762106261,NSR:Quay:76202
NRI:StopArea:762106260,NSR:Quay:76203
NRI:StopArea:762106260_12,NSR:Quay:76203
NRI:StopArea:762097769,NSR:Quay:76204
NRI:StopArea:762097738,NSR:Quay:76205
NRI:StopArea:762097750,NSR:Quay:76206
NRI:StopArea:762097322,NSR:Quay:76207
NRI:StopArea:762097578,NSR:Quay:76208
NRI:StopArea:762097401,NSR:Quay:76209
NRI:StopArea:762097321,NSR:Quay:76210
NRI:StopArea:762097579,NSR:Quay:76211
NRI:StopArea:762097343,NSR:Quay:76212
NRI:StopArea:762097505,NSR:Quay:76213
NRI:StopArea:762097504,NSR:Quay:76214
NRI:StopArea:762097503,NSR:Quay:76215
NRI:StopArea:762097502,NSR:Quay:76216
NRI:StopArea:762097517,NSR:Quay:76217
NRI:StopArea:762097451,NSR:Quay:76218
NRI:StopArea:762097268,NSR:Quay:76219
NRI:StopArea:762097342,NSR:Quay:76220
NRI:StopArea:762097358,NSR:Quay:76221
NRI:StopArea:762084408,NSR:Quay:76222
NRI:StopArea:761062568,NSR:Quay:76223
NRI:StopArea:761062813,NSR:Quay:76224
NRI:StopArea:761054220,NSR:Quay:76225
NRI:StopArea:761074190,NSR:Quay:76226
NRI:StopArea:761077223,NSR:Quay:76227
NRI:StopArea:761056325,NSR:Quay:76228
NRI:StopArea:761083068,NSR:Quay:76229
NRI:StopArea:761083047,NSR:Quay:76230
NRI:StopArea:761058401,NSR:Quay:76231
NRI:StopArea:761061686,NSR:Quay:76232
NRI:StopArea:761083036,NSR:Quay:76233
NRI:StopArea:761075416,NSR:Quay:76234
NRI:StopArea:761061611,NSR:Quay:76235
NRI:StopArea:761080701,NSR:Quay:76236
NRI:StopArea:761072151,NSR:Quay:76237
NRI:StopArea:761077635,NSR:Quay:76238
NRI:StopArea:761049047,NSR:Quay:76239
NRI:StopArea:761083345,NSR:Quay:76240
NRI:StopArea:761083335,NSR:Quay:76241
NRI:StopArea:761083322,NSR:Quay:76242
NRI:StopArea:761083393,NSR:Quay:76243
NRI:StopArea:761076596,NSR:Quay:76244
NRI:StopArea:761083236,NSR:Quay:76245
NRI:StopArea:761083418,NSR:Quay:76246
NRI:StopArea:761083204,NSR:Quay:76247
NRI:StopArea:761062621,NSR:Quay:76248
NRI:StopArea:761083247,NSR:Quay:76249
NRI:StopArea:761082422,NSR:Quay:76250
NRI:StopArea:761069296,NSR:Quay:76251
NRI:StopArea:761067591,NSR:Quay:76252
NRI:StopArea:761074652,NSR:Quay:76253
NRI:StopArea:761075810,NSR:Quay:76254
NRI:StopArea:761070457,NSR:Quay:76255
NRI:StopArea:761074881,NSR:Quay:76256
NRI:StopArea:761068824,NSR:Quay:76257
NRI:StopArea:761058671,NSR:Quay:76258
NRI:StopArea:762109186,NSR:Quay:76259
NRI:StopArea:762103931,NSR:Quay:76260
NRI:StopArea:762118718,NSR:Quay:76261
NRI:StopArea:762103909,NSR:Quay:76262
NRI:StopArea:762103908,NSR:Quay:76262
NRI:StopArea:762118756,NSR:Quay:76263
NRI:StopArea:762104821,NSR:Quay:76264
NRI:StopArea:762103930,NSR:Quay:76265
NRI:StopArea:762119458,NSR:Quay:76266
NRI:StopArea:762119459,NSR:Quay:76266
NRI:StopArea:762118644,NSR:Quay:76267
NRI:StopArea:762118643,NSR:Quay:76267
NRI:StopArea:762118660,NSR:Quay:76268
NRI:StopArea:762103844,NSR:Quay:76269
NRI:StopArea:762103843,NSR:Quay:76269
NRI:StopArea:762104827,NSR:Quay:76270
NRI:StopArea:762104828,NSR:Quay:76270
NRI:StopArea:762118521,NSR:Quay:76271
NRI:StopArea:762102055,NSR:Quay:76272
NRI:StopArea:762118554,NSR:Quay:76273
NRI:StopArea:762118750,NSR:Quay:76274
NRI:StopArea:762118722,NSR:Quay:76275
NRI:StopArea:762104833,NSR:Quay:76276
NRI:StopArea:762103810,NSR:Quay:76277
NRI:StopArea:762103811,NSR:Quay:76277
NRI:StopArea:762103834,NSR:Quay:76278
NRI:StopArea:762103833,NSR:Quay:76279
NRI:StopArea:762118516,NSR:Quay:76280
NRI:StopArea:762118522,NSR:Quay:76281
NRI:StopArea:762103687,NSR:Quay:76282
NRI:StopArea:762103688,NSR:Quay:76282
NRI:StopArea:762118723,NSR:Quay:76283
NRI:StopArea:762118699,NSR:Quay:76284
NRI:StopArea:762118460,NSR:Quay:76285
NRI:StopArea:762118717,NSR:Quay:76286
NRI:StopArea:762103858,NSR:Quay:76287
NRI:StopArea:762103857,NSR:Quay:76288
NRI:StopArea:762103709,NSR:Quay:76289
NRI:StopArea:762103708,NSR:Quay:76289
NRI:StopArea:762103703,NSR:Quay:76290
NRI:StopArea:762104815,NSR:Quay:76291
NRI:StopArea:762104804,NSR:Quay:76292
NRI:StopArea:762104790,NSR:Quay:76293
NRI:StopArea:762104801,NSR:Quay:76294
NRI:StopArea:762118749,NSR:Quay:76295
NRI:StopArea:762104793,NSR:Quay:76296
NRI:StopArea:762118672,NSR:Quay:76297
NRI:StopArea:762118673,NSR:Quay:76297
NRI:StopArea:762103766,NSR:Quay:76298
NRI:StopArea:762103767,NSR:Quay:76298
NRI:StopArea:762118645,NSR:Quay:76299
NRI:StopArea:762104789,NSR:Quay:76300
NRI:StopArea:762143718,NSR:Quay:76301
NRI:StopArea:762104822,NSR:Quay:76302
NRI:StopArea:762118694,NSR:Quay:76303
NRI:StopArea:762118695,NSR:Quay:76304
NRI:StopArea:762118698,NSR:Quay:76305
NRI:StopArea:762143715,NSR:Quay:76306
NRI:StopArea:762143716,NSR:Quay:76307
NRI:StopArea:762143719,NSR:Quay:76308
NRI:StopArea:762143713,NSR:Quay:76309
NRI:StopArea:762118555,NSR:Quay:76310
NRI:StopArea:762143725,NSR:Quay:76311
NRI:StopArea:762118755,NSR:Quay:76312
NRI:StopArea:762118715,NSR:Quay:76313
NRI:StopArea:762118716,NSR:Quay:76314
NRI:StopArea:762118728,NSR:Quay:76315
NRI:StopArea:762118719,NSR:Quay:76316
NRI:StopArea:762104799,NSR:Quay:76317
NRI:StopArea:762104800,NSR:Quay:76317
NRI:StopArea:762118720,NSR:Quay:76318
NRI:StopArea:762118709,NSR:Quay:76319
NRI:StopArea:762118710,NSR:Quay:76319
NRI:StopArea:762118713,NSR:Quay:76320
NRI:StopArea:762118714,NSR:Quay:76321
NRI:StopArea:762118727,NSR:Quay:76322
NRI:StopArea:762102071,NSR:Quay:76323
NRI:StopArea:762103672,NSR:Quay:76324
NRI:StopArea:762103671,NSR:Quay:76324
NRI:StopArea:762104802,NSR:Quay:76325
NRI:StopArea:762104803,NSR:Quay:76326
NRI:StopArea:762104809,NSR:Quay:76327
NRI:StopArea:762104820,NSR:Quay:76328
NRI:StopArea:762104816,NSR:Quay:76329
NRI:StopArea:762118596,NSR:Quay:76330
NRI:StopArea:762118597,NSR:Quay:76331
NRI:StopArea:762104795,NSR:Quay:76332
NRI:StopArea:762118553,NSR:Quay:76333
NRI:StopArea:762118646,NSR:Quay:76334
NRI:StopArea:762118659,NSR:Quay:76335
NRI:StopArea:762104836,NSR:Quay:76336
NRI:StopArea:762104830,NSR:Quay:76337
NRI:StopArea:762104834,NSR:Quay:76338
NRI:StopArea:762104837,NSR:Quay:76339
NRI:StopArea:762118461,NSR:Quay:76340
NRI:StopArea:762118520,NSR:Quay:76341
NRI:StopArea:762118523,NSR:Quay:76342
NRI:StopArea:762118525,NSR:Quay:76343
NRI:StopArea:762118526,NSR:Quay:76344
NRI:StopArea:762118515,NSR:Quay:76345
NRI:StopArea:761115528,NSR:Quay:76346
NRI:StopArea:761048116,NSR:Quay:76347
NRI:StopArea:761049068,NSR:Quay:76348
NRI:StopArea:761115529,NSR:Quay:76349
NRI:StopArea:761115531,NSR:Quay:76350
NRI:StopArea:761067211,NSR:Quay:76351
NRI:StopArea:761067217,NSR:Quay:76352
NRI:StopArea:761067219,NSR:Quay:76353
NRI:StopArea:762102074,NSR:Quay:76354
NRI:StopArea:761067016,NSR:Quay:76355
NRI:StopArea:761067022,NSR:Quay:76356
NRI:StopArea:761067025,NSR:Quay:76357
NRI:StopArea:761067024,NSR:Quay:76358
NRI:StopArea:761067071,NSR:Quay:76359
NRI:StopArea:761067059,NSR:Quay:76360
NRI:StopArea:761067061,NSR:Quay:76361
NRI:StopArea:761067060,NSR:Quay:76362
NRI:StopArea:762107574,NSR:Quay:76363
NRI:StopArea:762107575,NSR:Quay:76363
NRI:StopArea:761067015,NSR:Quay:76364
NRI:StopArea:762102087,NSR:Quay:76364
NRI:StopArea:761067026,NSR:Quay:76365
NRI:StopArea:762102086,NSR:Quay:76366
NRI:StopArea:761067023,NSR:Quay:76367
NRI:StopArea:761067058,NSR:Quay:76368
NRI:StopArea:761067065,NSR:Quay:76369
NRI:StopArea:761067243,NSR:Quay:76370
NRI:StopArea:761067232,NSR:Quay:76371
NRI:StopArea:761067271,NSR:Quay:76372
NRI:StopArea:761067027,NSR:Quay:76373
NRI:StopArea:761067062,NSR:Quay:76374
NRI:StopArea:761067031,NSR:Quay:76375
NRI:StopArea:761067030,NSR:Quay:76376
NRI:StopArea:761067037,NSR:Quay:76377
NRI:StopArea:761067040,NSR:Quay:76378
NRI:StopArea:761067006,NSR:Quay:76379
NRI:StopArea:761067005,NSR:Quay:76380
NRI:StopArea:761067009,NSR:Quay:76381
NRI:StopArea:761067010,NSR:Quay:76382
NRI:StopArea:761067075,NSR:Quay:76383
NRI:StopArea:761067074,NSR:Quay:76384
NRI:StopArea:761067078,NSR:Quay:76385
NRI:StopArea:761067069,NSR:Quay:76386
NRI:StopArea:761067068,NSR:Quay:76387
NRI:StopArea:761067067,NSR:Quay:76388
NRI:StopArea:761067004,NSR:Quay:76389
NRI:StopArea:761067003,NSR:Quay:76390
NRI:StopArea:761067033,NSR:Quay:76391
NRI:StopArea:761067032,NSR:Quay:76392
NRI:StopArea:761067036,NSR:Quay:76393
NRI:StopArea:761067035,NSR:Quay:76394
NRI:StopArea:761067034,NSR:Quay:76395
NRI:StopArea:761067038,NSR:Quay:76396
NRI:StopArea:761067077,NSR:Quay:76397
NRI:StopArea:761067076,NSR:Quay:76398
NRI:StopArea:761067079,NSR:Quay:76399
NRI:StopArea:761067044,NSR:Quay:76400
NRI:StopArea:761067043,NSR:Quay:76401
NRI:StopArea:761067048,NSR:Quay:76402
NRI:StopArea:761067046,NSR:Quay:76403
NRI:StopArea:761067045,NSR:Quay:76404
NRI:StopArea:761067049,NSR:Quay:76405
NRI:StopArea:761067055,NSR:Quay:76406
NRI:StopArea:761067052,NSR:Quay:76407
NRI:StopArea:761067051,NSR:Quay:76408
NRI:StopArea:761067050,NSR:Quay:76409
NRI:StopArea:761067011,NSR:Quay:76410
NRI:StopArea:761067017,NSR:Quay:76411
NRI:StopArea:761067041,NSR:Quay:76412
NRI:StopArea:761067307,NSR:Quay:76413
NRI:StopArea:761067309,NSR:Quay:76414
NRI:StopArea:761067311,NSR:Quay:76415
NRI:StopArea:761067304,NSR:Quay:76416
NRI:StopArea:761067337,NSR:Quay:76417
NRI:StopArea:761067313,NSR:Quay:76418
NRI:StopArea:761067322,NSR:Quay:76419
NRI:StopArea:761067300,NSR:Quay:76420
NRI:StopArea:761067320,NSR:Quay:76421
NRI:StopArea:761067314,NSR:Quay:76422
NRI:StopArea:761067326,NSR:Quay:76423
NRI:StopArea:761067321,NSR:Quay:76424
NRI:StopArea:761067689,NSR:Quay:76425
NRI:StopArea:761067298,NSR:Quay:76426
NRI:StopArea:761067305,NSR:Quay:76427
NRI:StopArea:761067302,NSR:Quay:76428
NRI:StopArea:761067303,NSR:Quay:76429
NRI:StopArea:761067270,NSR:Quay:76430
NRI:StopArea:761067277,NSR:Quay:76431
NRI:StopArea:761067273,NSR:Quay:76432
NRI:StopArea:761067272,NSR:Quay:76433
NRI:StopArea:761067283,NSR:Quay:76434
NRI:StopArea:761067257,NSR:Quay:76435
NRI:StopArea:761067265,NSR:Quay:76436
NRI:StopArea:761067290,NSR:Quay:76437
NRI:StopArea:761067238,NSR:Quay:76438
NRI:StopArea:761067092,NSR:Quay:76439
NRI:StopArea:761067114,NSR:Quay:76440
NRI:StopArea:761067098,NSR:Quay:76441
NRI:StopArea:761067150,NSR:Quay:76442
NRI:StopArea:761067144,NSR:Quay:76443
NRI:StopArea:761067123,NSR:Quay:76444
NRI:StopArea:761067093,NSR:Quay:76445
NRI:StopArea:761067116,NSR:Quay:76446
NRI:StopArea:761067088,NSR:Quay:76447
NRI:StopArea:761067085,NSR:Quay:76448
NRI:StopArea:761067089,NSR:Quay:76449
NRI:StopArea:761067170,NSR:Quay:76450
NRI:StopArea:761067171,NSR:Quay:76451
NRI:StopArea:761067115,NSR:Quay:76452
NRI:StopArea:761067165,NSR:Quay:76453
NRI:StopArea:761067117,NSR:Quay:76454
NRI:StopArea:761067126,NSR:Quay:76455
NRI:StopArea:761067173,NSR:Quay:76456
NRI:StopArea:761067172,NSR:Quay:76457
NRI:StopArea:762107775,NSR:Quay:76458
NRI:StopArea:762107774,NSR:Quay:76458
NRI:StopArea:761067087,NSR:Quay:76459
NRI:StopArea:761067086,NSR:Quay:76460
NRI:StopArea:761067138,NSR:Quay:76461
NRI:StopArea:761067107,NSR:Quay:76462
NRI:StopArea:761067139,NSR:Quay:76463
NRI:StopArea:761067109,NSR:Quay:76464
NRI:StopArea:761067108,NSR:Quay:76465
NRI:StopArea:761067110,NSR:Quay:76466
NRI:StopArea:761067120,NSR:Quay:76467
NRI:StopArea:761067095,NSR:Quay:76468
NRI:StopArea:761067094,NSR:Quay:76469
NRI:StopArea:761067097,NSR:Quay:76470
NRI:StopArea:761067137,NSR:Quay:76471
NRI:StopArea:761067159,NSR:Quay:76472
NRI:StopArea:761067155,NSR:Quay:76473
NRI:StopArea:761067158,NSR:Quay:76474
NRI:StopArea:761067157,NSR:Quay:76475
NRI:StopArea:761067156,NSR:Quay:76476
NRI:StopArea:761067141,NSR:Quay:76477
NRI:StopArea:762110304,NSR:Quay:76478
NRI:StopArea:762107942,NSR:Quay:76479
NRI:StopArea:762107943,NSR:Quay:76479
NRI:StopArea:761067180,NSR:Quay:76480
NRI:StopArea:761067191,NSR:Quay:76481
NRI:StopArea:761067195,NSR:Quay:76482
NRI:StopArea:761067184,NSR:Quay:76483
NRI:StopArea:761067182,NSR:Quay:76484
NRI:StopArea:761067228,NSR:Quay:76485
NRI:StopArea:761067205,NSR:Quay:76486
NRI:StopArea:761067220,NSR:Quay:76487
NRI:StopArea:761067225,NSR:Quay:76488
NRI:StopArea:761067229,NSR:Quay:76489
NRI:StopArea:761067213,NSR:Quay:76490
NRI:StopArea:761067193,NSR:Quay:76491
NRI:StopArea:761067187,NSR:Quay:76492
NRI:StopArea:761067200,NSR:Quay:76493
NRI:StopArea:761067179,NSR:Quay:76494
NRI:StopArea:761067221,NSR:Quay:76495
NRI:StopArea:761067224,NSR:Quay:76496
NRI:StopArea:761067223,NSR:Quay:76497
NRI:StopArea:761065426,NSR:Quay:76498
NRI:StopArea:761065361,NSR:Quay:76499
NRI:StopArea:761065615,NSR:Quay:76500
NRI:StopArea:762143681,NSR:Quay:76501
NRI:StopArea:762143676,NSR:Quay:76502
NRI:StopArea:762138625,NSR:Quay:76503
NRI:StopArea:762138626,NSR:Quay:76504
NRI:StopArea:762143677,NSR:Quay:76505
NRI:StopArea:762012328,NSR:Quay:76506
NRI:StopArea:762012361,NSR:Quay:76506
NRI:StopArea:762012328_11,NSR:Quay:76506
NRI:StopArea:762012361_10,NSR:Quay:76506
NRI:StopArea:762143682,NSR:Quay:76507
NRI:StopArea:762142795_32,NSR:Quay:76508
NRI:StopArea:762142795,NSR:Quay:76508
NRI:StopArea:762026235,NSR:Quay:76509
NRI:StopArea:762126364,NSR:Quay:76510
NRI:StopArea:762124448,NSR:Quay:76511
NRI:StopArea:762124415,NSR:Quay:76512
NRI:StopArea:762132458,NSR:Quay:76513
NRI:StopArea:762126353,NSR:Quay:76514
NRI:StopArea:762126919,NSR:Quay:76515
NRI:StopArea:762126304,NSR:Quay:76516
NRI:StopArea:762126315,NSR:Quay:76517
NRI:StopArea:762124616,NSR:Quay:76518
NRI:StopArea:762025048,NSR:Quay:76519
NRI:StopArea:762025047,NSR:Quay:76520
NRI:StopArea:762026371,NSR:Quay:76521
NRI:StopArea:762126968,NSR:Quay:76522
NRI:StopArea:762026362,NSR:Quay:76523
NRI:StopArea:762026365,NSR:Quay:76524
NRI:StopArea:762026366,NSR:Quay:76525
NRI:StopArea:762026361,NSR:Quay:76526
NRI:StopArea:762025183,NSR:Quay:76527
NRI:StopArea:762024876,NSR:Quay:76528
NRI:StopArea:762116681,NSR:Quay:76529
NRI:StopArea:762024865,NSR:Quay:76530
NRI:StopArea:762123459,NSR:Quay:76531
NRI:StopArea:762026328,NSR:Quay:76532
NRI:StopArea:762026329,NSR:Quay:76533
NRI:StopArea:762126946,NSR:Quay:76534
NRI:StopArea:762127014,NSR:Quay:76535
NRI:StopArea:762124580,NSR:Quay:76536
NRI:StopArea:762123437,NSR:Quay:76537
NRI:StopArea:762025753,NSR:Quay:76538
NRI:StopArea:762123448,NSR:Quay:76539
NRI:StopArea:762123463,NSR:Quay:76540
NRI:StopArea:762128419,NSR:Quay:76541
NRI:StopArea:762128418,NSR:Quay:76542
NRI:StopArea:762128415,NSR:Quay:76543
NRI:StopArea:762124430,NSR:Quay:76544
NRI:StopArea:762124565,NSR:Quay:76545
NRI:StopArea:762126185,NSR:Quay:76546
NRI:StopArea:762025552,NSR:Quay:76547
NRI:StopArea:762123430,NSR:Quay:76548
NRI:StopArea:762126290,NSR:Quay:76549
NRI:StopArea:762126349,NSR:Quay:76550
NRI:StopArea:762025764,NSR:Quay:76551
NRI:StopArea:762025585,NSR:Quay:76552
NRI:StopArea:762025574,NSR:Quay:76553
NRI:StopArea:762126889,NSR:Quay:76554
NRI:StopArea:762126867,NSR:Quay:76555
NRI:StopArea:762126879,NSR:Quay:76556
NRI:StopArea:762123425,NSR:Quay:76557
NRI:StopArea:762123424,NSR:Quay:76558
NRI:StopArea:762123431,NSR:Quay:76559
NRI:StopArea:762126231,NSR:Quay:76560
NRI:StopArea:762123415,NSR:Quay:76561
NRI:StopArea:762123412,NSR:Quay:76562
NRI:StopArea:762123419,NSR:Quay:76563
NRI:StopArea:762123420,NSR:Quay:76564
NRI:StopArea:762123447,NSR:Quay:76565
NRI:StopArea:762123446,NSR:Quay:76566
NRI:StopArea:762123449,NSR:Quay:76567
NRI:StopArea:762123455,NSR:Quay:76568
NRI:StopArea:762123454,NSR:Quay:76569
NRI:StopArea:762123436,NSR:Quay:76570
NRI:StopArea:762025182,NSR:Quay:76571
NRI:StopArea:762123444,NSR:Quay:76572
NRI:StopArea:762123443,NSR:Quay:76573
NRI:StopArea:762126291,NSR:Quay:76574
NRI:StopArea:762123407,NSR:Quay:76575
NRI:StopArea:762123406,NSR:Quay:76576
NRI:StopArea:762126860,NSR:Quay:76577
NRI:StopArea:762123411,NSR:Quay:76578
NRI:StopArea:762025175,NSR:Quay:76579
NRI:StopArea:762025575,NSR:Quay:76580
NRI:StopArea:762025174,NSR:Quay:76581
NRI:StopArea:762026140,NSR:Quay:76582
NRI:StopArea:762124526,NSR:Quay:76583
NRI:StopArea:762026473,NSR:Quay:76584
NRI:StopArea:762025147,NSR:Quay:76585
NRI:StopArea:762025146,NSR:Quay:76586
NRI:StopArea:762025144,NSR:Quay:76587
NRI:StopArea:762025143,NSR:Quay:76588
NRI:StopArea:762026464,NSR:Quay:76589
NRI:StopArea:762026465,NSR:Quay:76590
NRI:StopArea:762026467,NSR:Quay:76591
NRI:StopArea:762026468,NSR:Quay:76592
NRI:StopArea:762024842,NSR:Quay:76593
NRI:StopArea:762126912,NSR:Quay:76594
NRI:StopArea:762025111,NSR:Quay:76595
NRI:StopArea:762124449,NSR:Quay:76596
NRI:StopArea:762025495,NSR:Quay:76597
NRI:StopArea:762126352,NSR:Quay:76598
NRI:StopArea:762025525,NSR:Quay:76599
NRI:StopArea:762126186,NSR:Quay:76600
NRI:StopArea:762124615,NSR:Quay:76601
NRI:StopArea:762025562,NSR:Quay:76602
NRI:StopArea:762025540,NSR:Quay:76603
NRI:StopArea:762126285,NSR:Quay:76604
NRI:StopArea:762026236,NSR:Quay:76605
NRI:StopArea:762025952,NSR:Quay:76606
NRI:StopArea:762025954,NSR:Quay:76607
NRI:StopArea:762025955,NSR:Quay:76608
NRI:StopArea:762025569,NSR:Quay:76609
NRI:StopArea:762025951,NSR:Quay:76610
NRI:StopArea:762025584,NSR:Quay:76611
NRI:StopArea:762011926,NSR:Quay:76612
NRI:StopArea:762123468,NSR:Quay:76613
NRI:StopArea:762123467,NSR:Quay:76614
NRI:StopArea:762123473,NSR:Quay:76615
NRI:StopArea:762123472,NSR:Quay:76616
NRI:StopArea:762123471,NSR:Quay:76617
NRI:StopArea:762123470,NSR:Quay:76618
NRI:StopArea:762123476,NSR:Quay:76619
NRI:StopArea:762126213,NSR:Quay:76620
NRI:StopArea:762123462,NSR:Quay:76621
NRI:StopArea:762123458,NSR:Quay:76622
NRI:StopArea:762123457,NSR:Quay:76623
NRI:StopArea:762123456,NSR:Quay:76624
NRI:StopArea:762123466,NSR:Quay:76625
NRI:StopArea:762123464,NSR:Quay:76626
NRI:StopArea:762124633,NSR:Quay:76627
NRI:StopArea:762124634,NSR:Quay:76628
NRI:StopArea:762124635,NSR:Quay:76629
NRI:StopArea:762124636,NSR:Quay:76630
NRI:StopArea:762124566,NSR:Quay:76631
NRI:StopArea:762124629,NSR:Quay:76632
NRI:StopArea:762124630,NSR:Quay:76633
NRI:StopArea:762026197,NSR:Quay:76634
NRI:StopArea:762026198,NSR:Quay:76635
NRI:StopArea:762124440,NSR:Quay:76636
NRI:StopArea:762124658,NSR:Quay:76637
NRI:StopArea:762124657,NSR:Quay:76637
NRI:StopArea:762124645,NSR:Quay:76638
NRI:StopArea:762124646,NSR:Quay:76639
NRI:StopArea:762024860,NSR:Quay:76640
NRI:StopArea:762124619,NSR:Quay:76641
NRI:StopArea:762124617,NSR:Quay:76642
NRI:StopArea:762124618,NSR:Quay:76643
NRI:StopArea:762124620,NSR:Quay:76644
NRI:StopArea:762026143,NSR:Quay:76645
NRI:StopArea:762026144,NSR:Quay:76646
NRI:StopArea:762124608,NSR:Quay:76647
NRI:StopArea:762024822,NSR:Quay:76648
NRI:StopArea:762124607,NSR:Quay:76649
NRI:StopArea:762026141,NSR:Quay:76650
NRI:StopArea:762025565,NSR:Quay:76651
NRI:StopArea:762126869,NSR:Quay:76652
NRI:StopArea:762126892,NSR:Quay:76653
NRI:StopArea:762124541,NSR:Quay:76654
NRI:StopArea:762126287,NSR:Quay:76655
NRI:StopArea:762124525,NSR:Quay:76656
NRI:StopArea:762126884,NSR:Quay:76657
NRI:StopArea:762025580,NSR:Quay:76658
NRI:StopArea:762012331,NSR:Quay:76659
NRI:StopArea:762012332_15,NSR:Quay:76659
NRI:StopArea:762012332,NSR:Quay:76659
NRI:StopArea:762012331_14,NSR:Quay:76659
NRI:StopArea:762024866,NSR:Quay:76660
NRI:StopArea:762126936,NSR:Quay:76661
NRI:StopArea:762126947,NSR:Quay:76662
NRI:StopArea:762126900,NSR:Quay:76663
NRI:StopArea:762126895,NSR:Quay:76664
NRI:StopArea:762126295,NSR:Quay:76665
NRI:StopArea:762124668,NSR:Quay:76666
NRI:StopArea:762124669,NSR:Quay:76667
NRI:StopArea:762126284,NSR:Quay:76668
NRI:StopArea:762124446,NSR:Quay:76669
NRI:StopArea:762025568,NSR:Quay:76670
NRI:StopArea:762126316,NSR:Quay:76671
NRI:StopArea:762126251,NSR:Quay:76672
NRI:StopArea:762126305,NSR:Quay:76673
NRI:StopArea:762124521,NSR:Quay:76674
NRI:StopArea:762124522,NSR:Quay:76675
NRI:StopArea:762126830,NSR:Quay:76676
NRI:StopArea:762025465,NSR:Quay:76677
NRI:StopArea:762124501,NSR:Quay:76678
NRI:StopArea:762124502,NSR:Quay:76679
NRI:StopArea:762126926,NSR:Quay:76680
NRI:StopArea:762124534,NSR:Quay:76681
NRI:StopArea:762025759,NSR:Quay:76682
NRI:StopArea:762124540,NSR:Quay:76683
NRI:StopArea:762126228,NSR:Quay:76684
NRI:StopArea:762127244,NSR:Quay:76685
NRI:StopArea:762124524,NSR:Quay:76686
NRI:StopArea:762124523,NSR:Quay:76686
NRI:StopArea:762124533,NSR:Quay:76687
NRI:StopArea:762025545,NSR:Quay:76688
NRI:StopArea:762026270,NSR:Quay:76689
NRI:StopArea:762026271,NSR:Quay:76690
NRI:StopArea:762126846,NSR:Quay:76691
NRI:StopArea:762124559,NSR:Quay:76692
NRI:StopArea:762126236,NSR:Quay:76693
NRI:StopArea:762126215,NSR:Quay:76694
NRI:StopArea:762126913,NSR:Quay:76695
NRI:StopArea:762126294,NSR:Quay:76696
NRI:StopArea:762126293,NSR:Quay:76697
NRI:StopArea:762126296,NSR:Quay:76698
NRI:StopArea:762126341,NSR:Quay:76699
NRI:StopArea:762025756,NSR:Quay:76700
NRI:StopArea:762025746,NSR:Quay:76701
NRI:StopArea:762126370,NSR:Quay:76702
NRI:StopArea:762025514,NSR:Quay:76703
NRI:StopArea:762025493,NSR:Quay:76704
NRI:StopArea:762025765,NSR:Quay:76705
NRI:StopArea:762025761,NSR:Quay:76706
NRI:StopArea:762025762,NSR:Quay:76707
NRI:StopArea:762126348,NSR:Quay:76708
NRI:StopArea:762124412,NSR:Quay:76709
NRI:StopArea:762025755,NSR:Quay:76710
NRI:StopArea:762126340,NSR:Quay:76711
NRI:StopArea:762025758,NSR:Quay:76712
NRI:StopArea:762024869,NSR:Quay:76713
NRI:StopArea:762025452,NSR:Quay:76714
NRI:StopArea:762025752,NSR:Quay:76715
NRI:StopArea:762024825,NSR:Quay:76716
NRI:StopArea:762126328,NSR:Quay:76717
NRI:StopArea:762126327,NSR:Quay:76718
NRI:StopArea:762025743,NSR:Quay:76719
NRI:StopArea:762025744,NSR:Quay:76720
NRI:StopArea:762025747,NSR:Quay:76721
NRI:StopArea:762124428,NSR:Quay:76722
NRI:StopArea:762025496,NSR:Quay:76723
NRI:StopArea:762025517,NSR:Quay:76724
NRI:StopArea:762126369,NSR:Quay:76725
NRI:StopArea:762126363,NSR:Quay:76726
NRI:StopArea:762126354,NSR:Quay:76727
NRI:StopArea:762126833,NSR:Quay:76728
NRI:StopArea:762126230,NSR:Quay:76729
NRI:StopArea:762025558,NSR:Quay:76730
NRI:StopArea:762126317,NSR:Quay:76731
NRI:StopArea:762126319,NSR:Quay:76732
NRI:StopArea:762126318,NSR:Quay:76733
NRI:StopArea:762126324,NSR:Quay:76734
NRI:StopArea:762126325,NSR:Quay:76735
NRI:StopArea:762124484,NSR:Quay:76736
NRI:StopArea:762124556,NSR:Quay:76737
NRI:StopArea:762124557,NSR:Quay:76738
NRI:StopArea:762124558,NSR:Quay:76739
NRI:StopArea:762126218,NSR:Quay:76740
NRI:StopArea:762005298,NSR:Quay:76741
